epoch,grad_norm_layers_0_weight,grad_norm_layers_0_bias,grad_norm_layers_1_weight,grad_norm_layers_1_bias,grad_norm_layers_2_weight,grad_norm_layers_2_bias,train_loss,test_loss,train_acc,test_acc,acc_gap,grokking_score,l2_layers_0_weight,eff_rank_layers_0_weight,condition_number_layers_0_weight,weight_dist_init_layers_0_weight,sign_stability_layers_0_weight,update_weight_ratio_layers_0_weight,l2_layers_0_bias,weight_dist_init_layers_0_bias,sign_stability_layers_0_bias,update_weight_ratio_layers_0_bias,l2_layers_1_weight,eff_rank_layers_1_weight,condition_number_layers_1_weight,weight_dist_init_layers_1_weight,sign_stability_layers_1_weight,update_weight_ratio_layers_1_weight,l2_layers_1_bias,weight_dist_init_layers_1_bias,sign_stability_layers_1_bias,update_weight_ratio_layers_1_bias,l2_layers_2_weight,eff_rank_layers_2_weight,condition_number_layers_2_weight,weight_dist_init_layers_2_weight,sign_stability_layers_2_weight,update_weight_ratio_layers_2_weight,l2_layers_2_bias,weight_dist_init_layers_2_bias,sign_stability_layers_2_bias,update_weight_ratio_layers_2_bias,dead_frac_hidden_0,sparsity_hidden_0,dead_frac_hidden_1,sparsity_hidden_1,margin,test_entropy,test_confidence,sharpness,fourier_mean_top_freq_hidden_0,fourier_mean_frac_explained_hidden_0,fourier_mean_entropy_hidden_0,fourier_key_freqs_hidden_0,fourier_mean_top_freq_hidden_1,fourier_mean_frac_explained_hidden_1,fourier_mean_entropy_hidden_1,fourier_key_freqs_hidden_1,logit_fourier_frac,logit_fourier_entropy,idim_hidden_0,idim_hidden_1,group_assoc_frac,group_has_identity,phase,grad_alignment,cka_vs_prev
1000,3.436205588513985e-05,2.0037618014612235e-05,2.716694689297583e-05,1.483963728787785e-06,3.370129343238659e-05,1.0940053130070737e-07,0.00013281460269354284,18.978500366210938,1.0,0.009061416611075401,0.9909385833889246,0.009061416611075401,52.66701126098633,167.78598022460938,34.60537338256836,50.06263732910156,0.6400884985923767,0.0005307253738178168,0.9576974511146545,0.8838353157043457,0.4749999940395355,0.000539222935011284,58.80651092529297,129.42930603027344,2773.536376953125,56.05849075317383,0.6594499945640564,0.0005066291873951643,3.514460325241089,3.483945369720459,0.550000011920929,0.00048364975930399235,46.482032775878906,92.2405014038086,14.54201602935791,43.783138275146484,0.7094690203666687,0.0004426425489301957,1.1463783979415894,1.1404805183410645,0.5309734344482422,0.0006560266124168735,0.0,0.3721488118171692,0.02500000037252903,0.05218668282032013,8.974847793579102,0.84755939245224,2.0836501121520996,0.005288246553391218,29.74,0.04965221172491081,5.717671830654144,"[44, 45, 1]",25.66,0.048806241000497214,5.728370187282562,"[18, 12, 36]",0.08518383308907211,5.849881374730473,129.0,54.0,0.011673737317323685,0.0,pre,0.8366120457649231,0.9983040690422058
1100,1.5006876310508233e-05,8.547366633138154e-06,1.193833759316476e-05,6.525749540742254e-07,1.4771064343221951e-05,4.339230130767646e-08,5.534382216865197e-05,20.03076934814453,1.0,0.008725808002054691,0.9912741919979453,0.008725808002054691,53.848548889160156,167.89610290527344,35.59558868408203,51.278343200683594,0.6388274431228638,0.0004799079069253781,0.9264283776283264,0.8581564426422119,0.4699999988079071,0.000517585339789469,60.008216857910156,129.41122436523438,9438.0458984375,57.32670593261719,0.6572499871253967,0.00043522054551688557,3.656977653503418,3.626094341278076,0.550000011920929,0.0004107275436172733,47.58152770996094,92.2662353515625,14.710018157958984,44.927513122558594,0.7077433466911316,0.00038688614373146225,1.1517527103424072,1.1553469896316528,0.5221238732337952,0.0005374111292729974,0.0,0.37393996119499207,0.019999999552965164,0.05145039036870003,9.826728820800781,0.7913761138916016,2.211329936981201,,,,,,,,,,,,,,,,pre,0.8457486033439636,0.9985717833042145
1200,6.883701189508429e-06,4.283152975403937e-06,5.506775323738111e-06,2.9491991426766617e-07,6.789103736082325e-06,1.9372077275647825e-08,2.439353738736827e-05,20.987995147705078,1.0,0.009508893825113773,0.9904911061748862,0.009508893825113773,54.88629913330078,167.98963928222656,35.88648986816406,52.346885681152344,0.6375885009765625,0.0004157627603025317,0.9042030572891235,0.8399807214736938,0.4699999988079071,0.0005421824432506966,60.94102478027344,129.1829833984375,7345.23828125,58.31473922729492,0.6551499962806702,0.00034737527809686365,3.773094892501831,3.741760492324829,0.5450000166893005,0.00030035545425179745,48.57094955444336,92.22026824951172,14.865756034851074,45.95258331298828,0.7057079672813416,0.00032025827657205337,1.1361753940582275,1.1491916179656982,0.5221238732337952,0.0004712465079975144,0.0,0.37564098834991455,0.019999999552965164,0.05105874687433243,10.642131805419922,0.7452502846717834,2.3307175636291504,,,,,,,,,,,,,,,,pre,0.8212178349494934,0.9988450407981873
1300,3.4160848372266628e-06,2.3966733806446427e-06,2.778671614578343e-06,1.4905461398484476e-07,3.402591801204835e-06,1.0467543276604374e-08,1.1853529031213839e-05,21.786508560180664,1.0,0.00962076336145401,0.990379236638546,0.00962076336145401,55.713565826416016,168.08090209960938,35.6243782043457,53.20021057128906,0.636482298374176,0.00033896969034939256,0.8973232507705688,0.83395916223526,0.4699999988079071,0.0005245321755173971,61.49795150756836,128.58421325683594,4400.84375,58.91364288330078,0.6544749736785889,0.0002645074200252318,3.849853515625,3.81860613822937,0.5400000214576721,0.00018236962032420928,49.43141174316406,92.05823516845703,15.060163497924805,46.83832931518555,0.7049999833106995,0.0002555870683521866,1.0969288349151611,1.1187831163406372,0.5221238732337952,0.0005636551382088821,0.0,0.3773772716522217,0.019999999552965164,0.05084073171019554,11.345916748046875,0.710625410079956,2.4276926517486572,,,,,,,,,,,,,,,,pre,0.7966392040252686,0.9991433620452881
1400,1.954035951712285e-06,1.5571567928418517e-06,1.6140222669491777e-06,8.390224337517793e-08,1.9553324364096625e-06,6.510172401164027e-09,6.703989129164256e-06,22.34659194946289,1.0,0.00962076336145401,0.990379236638546,0.00962076336145401,56.252716064453125,168.15232849121094,34.597469329833984,53.75922393798828,0.6361725926399231,0.00027495190738729286,0.9096782207489014,0.8432490229606628,0.4699999988079071,0.0006549219930229052,61.599491119384766,127.54914093017578,26886.458984375,59.0456657409668,0.6535000205039978,0.00022544661913991707,3.876610040664673,3.8462259769439697,0.5450000166893005,0.00010910939669572853,50.140594482421875,91.75067901611328,15.364397048950195,47.56211471557617,0.7037610411643982,0.00021481842813350383,1.0392099618911743,1.0695651769638062,0.5132743120193481,0.0006932599826749851,0.0,0.3786788582801819,0.019999999552965164,0.05048302933573723,11.97719955444336,0.6877251863479614,2.496657133102417,,,,,,,,,,,,,,,,pre,0.7539544105529785,0.9993941187858582
1500,1.3350288554647705e-06,1.2064443808412761e-06,1.1225841944906279e-06,5.6373341550397527e-08,1.341503093499341e-06,5.11733322383634e-09,4.572987563733477e-06,22.627540588378906,1.0,0.009956371039152145,0.9900436289608479,0.009956371039152145,56.47119903564453,168.2120819091797,32.729793548583984,53.99449920654297,0.6360840797424316,0.00024307332923210296,0.9400003552436829,0.8679553866386414,0.4699999988079071,0.000823534245752489,61.26920700073242,126.16405487060547,9662.1416015625,58.73877716064453,0.6530749797821045,0.0002270548983053967,3.855177640914917,3.8263914585113525,0.5450000166893005,0.00014944696765428173,50.678829193115234,91.29915618896484,15.865163803100586,48.106590270996094,0.7034955620765686,0.00019864363921701003,0.9736406207084656,1.012146234512329,0.5132743120193481,0.0007647166171938452,0.0,0.37975195050239563,0.019999999552965164,0.05006527528166771,12.383768081665039,0.6760201454162598,2.5359995365142822,,29.33,0.049676680868478894,5.737154297828674,"[44, 51, 13]",26.245,0.048594949598960255,5.841126720905304,"[36, 16, 12]",0.18475474617483925,5.5702362060546875,130.0,53.0,0.011921849101781845,0.0,pre,0.7152401804924011,0.9995311498641968
1600,1.0904227565333713e-06,1.061174202732218e-06,9.259446756004763e-07,4.82263793344373e-08,1.0899249218709883e-06,5.3211297590394224e-09,3.7238978620734997e-06,22.66449737548828,1.0,0.009956371039152145,0.9900436289608479,0.009956371039152145,56.434913635253906,168.2767333984375,30.55266761779785,53.972755432128906,0.6356415748596191,0.0002291300287914269,0.9804061651229858,0.9020527601242065,0.4749999940395355,0.000824176051351322,60.65266418457031,124.5811538696289,32929.83203125,58.142276763916016,0.652525007724762,0.00023219179754197273,3.802281618118286,3.7755019664764404,0.5450000166893005,0.0001990974782230682,51.05398941040039,90.75498962402344,16.516361236572266,48.4840202331543,0.7033185958862305,0.00019154392815948066,0.9083961844444275,0.954818844795227,0.5132743120193481,0.0008010732263385331,0.0,0.38056787848472595,0.014999999664723873,0.04970235005021095,12.552204132080078,0.673335075378418,2.547024965286255,,,,,,,,,,,,,,,,pre,0.7112346887588501,0.9996079504489899
1700,9.986405302697676e-07,9.561385923007037e-07,8.566979659008211e-07,4.637483286273891e-08,9.918798014041386e-07,4.908952799809185e-09,3.4052702631015563e-06,22.56793212890625,1.0,0.010068240575492382,0.9899317594245076,0.010068240575492382,56.271053314208984,168.3352508544922,28.59847068786621,53.82258605957031,0.6354424953460693,0.00021784463595185557,1.0230302810668945,0.9387070536613464,0.47999998927116394,0.0007836328589281968,59.9384880065918,122.93508911132812,12516.0927734375,57.44671630859375,0.6517000198364258,0.00022518066274021853,3.7359189987182617,3.7113068103790283,0.5450000166893005,0.00021629949658031675,51.31645584106445,90.16950988769531,17.24520492553711,48.74787902832031,0.7026548385620117,0.00017058917240487333,0.8475367426872253,0.9018110632896423,0.5044247508049011,0.0007844628823815042,0.0,0.38139817118644714,0.014999999664723873,0.04939686506986618,12.65262222290039,0.6757394075393677,2.5411386489868164,,,,,,,,,,,,,,,,pre,0.6968989372253418,0.9996575117111206
1800,9.664157687439001e-07,9.769445341589744e-07,8.364805808014353e-07,4.5147121596755824e-08,9.536772722640308e-07,4.5001722348558815e-09,3.288582774985116e-06,22.425048828125,1.0,0.010403848253190517,0.9895961517468095,0.010403848253190517,56.07094192504883,168.3854217529297,27.728530883789062,53.6362190246582,0.6349114775657654,0.00020441864874098906,1.0639482736587524,0.9745921492576599,0.47999998927116394,0.0008159901193950563,59.245487213134766,121.2985610961914,7332.388671875,56.77156448364258,0.6516000032424927,0.00021082507984391258,3.667670488357544,3.6450767517089844,0.5450000166893005,0.00020765750516387062,51.51226806640625,89.57896423339844,17.9965877532959,48.94553756713867,0.7019469141960144,0.00015176537609011412,0.7916699051856995,0.8540117144584656,0.5132743120193481,0.0007673586992896109,0.0,0.3820391595363617,0.014999999664723873,0.04910443723201752,12.665624618530273,0.6799802780151367,2.5288538932800293,,,,,,,,,,,,,,,,pre,0.6541986465454102,0.9997041821479797
1900,9.587527074472746e-07,9.96502876660088e-07,8.310836960845336e-07,4.541645637345937e-08,9.355073871120112e-07,4.536353070960786e-09,3.246315372962272e-06,22.288217544555664,1.0,0.01029197871685028,0.9897080212831497,0.01029197871685028,55.88029479980469,168.42999267578125,26.98539161682129,53.45831298828125,0.6346238851547241,0.0001922747977843095,1.1020336151123047,1.0084302425384521,0.47999998927116394,0.0007709607206284626,58.62552261352539,119.7052230834961,11317.51953125,56.168800354003906,0.6509249806404114,0.00019423760526437195,3.604961395263672,3.5839831829071045,0.5450000166893005,0.00018916001837144777,51.67084884643555,89.0051040649414,18.728410720825195,49.106658935546875,0.7015929222106934,0.00013372755973899947,0.7407473921775818,0.8113949298858643,0.5132743120193481,0.0007359516526326034,0.0,0.3830300271511078,0.014999999664723873,0.04894386604428291,12.688167572021484,0.683776319026947,2.518430471420288,,,,,,,,,,,,,,,,pre,0.6148685812950134,0.9997504651546478
2000,9.523901667307655e-07,1.039952621795237e-06,8.327219802595209e-07,4.6763421579498754e-08,9.262127491638239e-07,4.288780885985943e-09,3.224963847969775e-06,22.160886764526367,1.0,0.009732631966471672,0.9902673680335283,0.009732631966471672,55.707462310791016,168.46115112304688,26.549135208129883,53.29794692993164,0.6344248056411743,0.00018487076987933168,1.1358922719955444,1.0388954877853394,0.48500001430511475,0.0007257732481472794,58.08346176147461,118.17884826660156,44813.96875,55.643455505371094,0.6503499746322632,0.00017902256094679635,3.548187255859375,3.5289466381073,0.5450000166893005,0.0001782160864152191,51.80036926269531,88.45744323730469,19.433713912963867,49.23924255371094,0.7016371488571167,0.00012047976691663955,0.6946235299110413,0.7737073302268982,0.4955752193927765,0.0007181437370498794,0.0,0.3837219178676605,0.014999999664723873,0.04880809411406517,12.730963706970215,0.6874122023582458,2.509927749633789,0.00015787803567945957,29.79,0.050108774592093626,5.7195079898834225,"[44, 53, 45]",26.64,0.04870885643258166,5.890766422748566,"[36, 25, 12]",0.42015677701272097,4.361312332406508,130.0,50.0,0.011867097578942776,0.0,pre,0.655612587928772,0.9997751414775848
2100,9.510544600743742e-07,1.019928504319978e-06,8.329786282956775e-07,4.580154211453191e-08,9.187049840875261e-07,4.094320438241539e-09,3.209339183740667e-06,22.046348571777344,1.0,0.00962076336145401,0.990379236638546,0.00962076336145401,55.553199768066406,168.47593688964844,26.37242889404297,53.15570068359375,0.6337168216705322,0.00017753875212843384,1.1659772396087646,1.0664573907852173,0.49000000953674316,0.0006815426437192654,57.61341094970703,116.72736358642578,19277.619140625,55.189598083496094,0.6502000093460083,0.00016588634031498522,3.4985852241516113,3.480950117111206,0.5450000166893005,0.00015854187684913006,51.90607833862305,87.93775939941406,20.11844825744629,49.34849166870117,0.70154869556427,0.00011054894954993129,0.6532208323478699,0.7407652139663696,0.4955752193927765,0.0006900532933202087,0.0,0.38427022099494934,0.019999999552965164,0.04865013062953949,12.711681365966797,0.690724790096283,2.502387046813965,,,,,,,,,,,,,,,,pre,0.6124302744865417,0.9997933208942413
2200,9.541805638946244e-07,1.085321400751127e-06,8.37001380205038e-07,4.981525236757989e-08,9.148594699581736e-07,4.504935979809943e-09,3.2007797017286066e-06,21.942405700683594,1.0,0.0092851547524333,0.9907148452475667,0.0092851547524333,55.416908264160156,168.4837188720703,26.753360748291016,53.03097915649414,0.6331415772438049,0.00017137790547982888,1.1936054229736328,1.0918424129486084,0.49000000953674316,0.0006683085442596683,57.20695114135742,115.35193634033203,8576.2529296875,54.798667907714844,0.6498749852180481,0.00015377424042548144,3.454986333847046,3.4386932849884033,0.5400000214576721,0.0001507213568800473,51.991477966308594,87.44577026367188,20.785860061645508,49.43778991699219,0.7015929222106934,0.00010155966681061102,0.6162402033805847,0.7120859026908875,0.4690265357494354,0.000667228281998168,0.0,0.38489818572998047,0.019999999552965164,0.048501305282115936,12.678018569946289,0.6934620141983032,2.4965832233428955,,,,,,,,,,,,,,,,pre,0.639532208442688,0.9998127222061157
2300,9.525024324830156e-07,1.1533448969203164e-06,8.398326372116571e-07,5.126227975438269e-08,9.110998462347197e-07,4.642968232104749e-09,3.192407348251436e-06,21.84823226928711,1.0,0.009397024288773537,0.9906029757112265,0.009397024288773537,55.29567337036133,168.50076293945312,27.27406120300293,52.92060089111328,0.6323893666267395,0.00016551828475872463,1.218772292137146,1.1151446104049683,0.49000000953674316,0.0006967574338225707,56.855430603027344,114.05181121826172,6494.08349609375,54.46196746826172,0.649649977684021,0.00014351623778939616,3.4162917137145996,3.4011435508728027,0.5400000214576721,0.00013472104044407758,52.0597038269043,86.978759765625,21.436933517456055,49.51021957397461,0.7015929222106934,9.464101608128267e-05,0.5834428668022156,0.6873587965965271,0.48672565817832947,0.0006379043527380775,0.0,0.38526761531829834,0.019999999552965164,0.048325065523386,12.68740463256836,0.6957933902740479,2.4913182258605957,,,,,,,,,,,,,,,,pre,0.5128704309463501,0.9998283386230469
2400,9.495714152762957e-07,1.0893041917370283e-06,8.382696705666604e-07,4.794478059011453e-08,9.055528948920255e-07,4.320949376079852e-09,3.183070020895684e-06,21.757217407226562,1.0,0.009173285216093063,0.9908267147839069,0.009173285216093063,55.186058044433594,168.51063537597656,27.668176651000977,52.821407318115234,0.6321238875389099,0.0001621722582607246,1.240824580192566,1.1355746984481812,0.49000000953674316,0.0006897346866911585,56.54937744140625,112.82319641113281,6658.02392578125,54.16994857788086,0.6492249965667725,0.0001347149219562656,3.382962465286255,3.3687100410461426,0.5400000214576721,0.00012098766896564813,52.11210632324219,86.5350341796875,22.063596725463867,49.566917419433594,0.7013716697692871,8.856815471435086e-05,0.5542879104614258,0.6659846901893616,0.47787609696388245,0.0006131299546668724,0.0,0.3857206404209137,0.019999999552965164,0.048198431730270386,12.70169734954834,0.6977502703666687,2.4868955612182617,,,,,,,,,,,,,,,,pre,0.5981407761573792,0.9998344779014587
