epoch,grad_norm_layers_0_weight,grad_norm_layers_0_bias,grad_norm_layers_1_weight,grad_norm_layers_1_bias,grad_norm_layers_2_weight,grad_norm_layers_2_bias,train_loss,test_loss,train_acc,test_acc,acc_gap,grokking_score,l2_layers_0_weight,eff_rank_layers_0_weight,condition_number_layers_0_weight,weight_dist_init_layers_0_weight,sign_stability_layers_0_weight,update_weight_ratio_layers_0_weight,l2_layers_0_bias,weight_dist_init_layers_0_bias,sign_stability_layers_0_bias,update_weight_ratio_layers_0_bias,l2_layers_1_weight,eff_rank_layers_1_weight,condition_number_layers_1_weight,weight_dist_init_layers_1_weight,sign_stability_layers_1_weight,update_weight_ratio_layers_1_weight,l2_layers_1_bias,weight_dist_init_layers_1_bias,sign_stability_layers_1_bias,update_weight_ratio_layers_1_bias,l2_layers_2_weight,eff_rank_layers_2_weight,condition_number_layers_2_weight,weight_dist_init_layers_2_weight,sign_stability_layers_2_weight,update_weight_ratio_layers_2_weight,l2_layers_2_bias,weight_dist_init_layers_2_bias,sign_stability_layers_2_bias,update_weight_ratio_layers_2_bias,total_weight_sq,dead_frac_hidden_0,sparsity_hidden_0,dead_frac_hidden_1,sparsity_hidden_1,margin,test_entropy,test_confidence,sharpness,fourier_mean_top_freq_hidden_0,fourier_mean_frac_explained_hidden_0,fourier_mean_entropy_hidden_0,fourier_key_freqs_hidden_0,fourier_mean_top_freq_hidden_1,fourier_mean_frac_explained_hidden_1,fourier_mean_entropy_hidden_1,fourier_key_freqs_hidden_1,logit_fourier_frac,logit_fourier_entropy,idim_hidden_0,idim_hidden_1,group_assoc_frac,group_has_identity,weight_fourier_frac_x_layers_0_weight,weight_fourier_frac_y_layers_0_weight,weight_fourier_frac_mean_layers_0_weight,phase,grad_alignment,cka_vs_prev
0,0.0029841989744454622,0.0021476601250469685,0.003224719548597932,0.004772503394633532,0.007023492828011513,0.01334600243717432,4.7278571128845215,4.727621078491211,0.007048872299492359,0.009397024288773537,-0.0023481519892811775,1.3331244899202224,8.172294649687357,168.38453674316406,31.58321762084961,0.01955374889075756,0.9992256164550781,0.0023926877098632182,0.5562771865544593,0.0014069130411371589,1.0,0.0025291581283283884,8.173267836606497,160.3095245361328,1721.7335205078125,0.019039563834667206,0.9993499517440796,0.0023294923542278374,0.5890509475263256,0.0013718132395297289,1.0,0.0023288532897602714,6.118493809075827,103.1261978149414,6.758270740509033,0.014224639162421227,0.9991592764854431,0.00232485952978129,0.4427789426107147,0.0010728520574048162,1.0,0.002422997004700618,171.87715198099613,0.0,0.5211043357849121,0.05999999865889549,0.47244828939437866,1.6316771507263184e-06,4.726332187652588,0.005923466756939888,0.05480173975229263,27.775,0.045522366520831935,5.94709135055542,"[8, 12, 48]",27.945,0.03448139212645479,6.358410043716431,"[36, 0, 35]",0.8627995188173183,1.0610061968981692,102.0,63.0,0.37350136041641235,0.0,0.08225499838590622,0.07991580665111542,0.08108540251851082,pre,,
100,0.03351479768753052,0.010120934806764126,0.027356142178177834,0.003147103823721409,0.03628423064947128,0.0013259202241897583,3.8047921657562256,5.204861640930176,0.12390350550413132,0.0057948315516114235,0.1181086739525199,0.046768907207538256,20.223402852863778,156.01222229003906,48.746978759765625,16.680776596069336,0.6854424476623535,0.01089861406968687,1.3925696074451341,1.3324205875396729,0.4650000035762787,0.004357754333672239,20.709422686021,133.8671417236328,2358.1884765625,16.610685348510742,0.7055749893188477,0.010046695280225964,0.9923347303833213,0.8286194801330566,0.6299999952316284,0.009782095261803776,15.821040203170952,91.96255493164062,13.786213874816895,12.41386890411377,0.7319911122322083,0.009884971615888857,0.5855744317856892,0.3970014750957489,0.7345132827758789,0.008644424763105476,1091.4383997917175,0.0,0.26455748081207275,0.029999999329447746,0.04745927080512047,2.3365020751953125e-05,4.2737812995910645,0.297757625579834,,,,,,,,,,,,,,,,,,,pre,0.05485013872385025,0.30442193895578384
200,0.05183574929833412,0.011587106622755527,0.03660997375845909,0.0024730467703193426,0.04516930505633354,0.0006745149148628116,2.1231541633605957,6.6596856117248535,0.521616518497467,0.006734534166753292,0.5148819843307137,0.012910891292615372,32.37264334448726,165.3040771484375,35.03462600708008,29.186843872070312,0.6712610721588135,0.005546559012538335,1.213605488857538,1.127988338470459,0.4699999988079071,0.00244006516809504,34.856717037842934,129.9190216064453,1572.1407470703125,31.081058502197266,0.6974999904632568,0.0050869533804126935,1.7054398929602785,1.6189781427383423,0.5649999976158142,0.005328028290853232,26.755131024400022,92.75247955322266,13.316874504089355,23.488317489624023,0.7245132327079773,0.004892504890787269,0.8363647794998408,0.7281435132026672,0.6194690465927124,0.006038305947288719,2983.896665453911,0.0,0.3374420404434204,0.02499999850988388,0.04548167064785957,6.365776062011719e-05,3.2640416622161865,0.509441614151001,,,,,,,,,,,,,,,,,,,pre,0.6456375122070312,0.7558775246143341
300,0.04230374097824097,0.022770727053284645,0.03000544011592865,0.002668994013220072,0.03594063222408295,0.0004431125125847757,0.624061107635498,9.095571517944336,0.9738408327102661,0.005481597501784563,0.9683592352084816,0.005628843356802877,41.72112879454036,167.5240020751953,35.41130065917969,38.740848541259766,0.6575663685798645,0.0030916114455738276,1.122818633396417,1.0412704944610596,0.4749999940395355,0.0013261914883967156,46.13818567883197,129.9816131591797,133209.84375,42.61297607421875,0.685949981212616,0.002841735301945481,2.3118191309538867,2.2638914585113525,0.550000011920929,0.0024416223804776625,36.23161238929514,93.54044342041016,14.084561347961426,33.07444763183594,0.7208406925201416,0.0026481012003311257,1.1311895912859682,1.0565297603607178,0.5575221180915833,0.0036277299529059955,5189.999321222305,0.0,0.3639191687107086,0.02499999850988388,0.04711231216788292,0.0022869110107421875,2.262340784072876,0.8474628925323486,,,,,,,,,,,,,,,,,,,pre,0.7492407560348511,0.923340916633606
400,0.015206465497612953,0.007585467305034399,0.011162534356117249,0.0006886965711601079,0.013451801612973213,0.00010398845915915444,0.1331556886434555,11.721993446350098,1.0,0.006108065601438284,0.9938919343985617,0.006108065601438284,47.22781804058917,167.9547119140625,35.03329849243164,44.34040832519531,0.6516592502593994,0.001431094870071368,1.094610584114882,1.0218946933746338,0.4749999940395355,0.0007400617827098702,52.79361256197335,130.74884033203125,9524.8271484375,49.42314910888672,0.6774500012397766,0.0013376458600487776,2.6181656105751205,2.58186674118042,0.5399999618530273,0.0010042274883127187,41.970820872214304,93.86103057861328,14.488456726074219,38.88792419433594,0.7176105976104736,0.0011984251578053568,1.2990410422286631,1.2462971210479736,0.5663716793060303,0.0017269365471931826,6788.922600030899,0.0,0.37177395820617676,0.02499999850988388,0.04843828082084656,1.4692039489746094,1.6258875131607056,1.1856322288513184,,,,,,,,,,,,,,,,,,,pre,0.8186418414115906,0.9803963005542755
500,0.005966647062450647,0.0031602398958057165,0.0044840541668236256,0.0002830993616953492,0.005404856521636248,3.60628473572433e-05,0.043756987899541855,13.438340187072754,1.0,0.005168363451957703,0.9948316365480423,0.005168363451957703,50.04270149238798,168.01934814453125,31.822755813598633,47.21177291870117,0.6489822864532471,0.0009610858115520848,1.059370930981769,0.9931846857070923,0.4749999940395355,0.0005853352204120125,56.23382145809806,131.12594604492188,1236.9012451171875,52.975772857666016,0.6714499592781067,0.0009066713172654231,2.776481913189787,2.7448887825012207,0.5399999618530273,0.0006537667631644582,44.95394235874925,94.00709533691406,14.621158599853516,41.93266677856445,0.7160176634788513,0.0007881578146312593,1.3719228644917003,1.3333414793014526,0.5398229956626892,0.0011774986684053635,7698.084872961044,0.0,0.37546679377555847,0.02499999850988388,0.049022555351257324,2.737910270690918,1.3541743755340576,1.4020859003067017,,27.54,0.05131745073776196,5.64365104675293,"[4, 29, 27]",27.28,0.048211758615304426,5.73572564125061,"[4, 10, 38]",0.09387803788025131,6.036883725529224,128.0,61.0,0.012368172407150269,0.0,0.0812445729970932,0.08389926701784134,0.08257192000746727,pre,0.7824808955192566,0.993230938911438
600,0.0026010836008936167,0.002017306163907051,0.0019827834330499172,0.00015931951929815114,0.0023791843559592962,1.766503555700183e-05,0.01697114296257496,14.89283561706543,1.0,0.00563821429386735,0.9943617857061327,0.00563821429386735,52.1653115255962,167.9982147216797,33.52207565307617,49.38133239746094,0.6460397839546204,0.000805954573072902,1.0255465143778053,0.9648321866989136,0.47999998927116394,0.0006335792529034949,58.80314252072333,131.44088745117188,1026.644287109375,55.63993835449219,0.667074978351593,0.0007560740343947291,2.894759566843005,2.8643717765808105,0.5450000166893005,0.0005407423895896488,47.17310935367468,94.12784576416016,14.609909057617188,44.207149505615234,0.7146459817886353,0.0006557659135119319,1.428501074625318,1.4002867937088013,0.5398229956626892,0.0010261870078552475,8415.803536891937,0.0,0.3784484565258026,0.02499999850988388,0.04936325177550316,3.818857192993164,1.1801468133926392,1.5899193286895752,,,,,,,,,,,,,,,,,,,pre,0.8118517398834229,0.9958421289920807
700,0.0011540177511051297,0.0011117266258224845,0.0009028614149428904,8.879930101102218e-05,0.0010731720831245184,9.059714102477301e-06,0.006894675549119711,16.314420700073242,1.0,0.0070477682165801525,0.9929522317834198,0.0070477682165801525,54.07103888491278,167.8848876953125,35.60179138183594,51.32419967651367,0.6444247364997864,0.0007100927810346866,0.9945859679746685,0.9395254254341125,0.48499998450279236,0.0005905875417833187,61.04358954238152,131.7251739501953,1139.207763671875,57.96310806274414,0.6647250056266785,0.0006633848299736518,2.9892013429818136,2.958761215209961,0.5450000166893005,0.0004398044076515844,49.1016638075725,94.24003601074219,14.503129005432129,46.18677520751953,0.7129203677177429,0.0005739955651861094,1.4833090719460595,1.4631145000457764,0.5221238732337952,0.000949680479880973,9073.095190703869,0.0,0.3803383409976959,0.02499999850988388,0.04960056394338608,4.76003360748291,1.0452520847320557,1.774283766746521,,,,,,,,,,,,,,,,,,,pre,0.7718163728713989,0.9968675971031189
800,0.000515210151206702,0.0003704272967297584,0.00039617918082512915,2.598738865344785e-05,0.0004768668150063604,2.814977506204741e-06,0.0028600553050637245,17.728580474853516,1.0,0.007987470366060734,0.9920125296339393,0.007987470366060734,55.842001231711784,167.78318786621094,36.85099411010742,53.1302375793457,0.6426327228546143,0.0006502433775082408,0.9654779859311909,0.9158264994621277,0.47999998927116394,0.0005382109657620156,63.069502987032095,131.97344970703125,2764.923095703125,60.061424255371094,0.6615250110626221,0.0005971227204403696,3.0646799853289064,3.0343596935272217,0.550000011920929,0.00036379764098261655,50.845096882129404,94.34119415283203,14.32456111907959,47.97726058959961,0.7112389206886292,0.0005134967905717549,1.53810624366556,1.5249457359313965,0.48672565817832947,0.0008688224879810767,9694.005367517471,0.0,0.38221725821495056,0.02499999850988388,0.04992559552192688,5.571418762207031,0.9376910328865051,1.9532331228256226,,,,,,,,,,,,,,,,,,,pre,0.7161476612091064,0.9974469542503357
900,0.00023395683092530817,0.00026469220756553113,0.00018640208872966468,1.903719748952426e-05,0.0002200387098127976,1.7282000044360757e-06,0.001204141415655613,19.116546630859375,1.0,0.0075176190584897995,0.9924823809415102,0.0075176190584897995,57.49677300727407,167.72573852539062,36.44873046875,54.817840576171875,0.641991138458252,0.0006018300009640116,0.9376208863203085,0.8940733075141907,0.4749999940395355,0.0006641025268086199,64.90433916301359,132.1681671142578,2030.8681640625,61.961570739746094,0.6603749990463257,0.0005424893788874689,3.1240142793512216,3.0944149494171143,0.550000011920929,0.0003371196314854859,52.432941734240416,94.42864227294922,14.168119430541992,49.60763168334961,0.7111946940422058,0.0004615958346222887,1.5904859890553031,1.5833766460418701,0.48672565817832947,0.0008016236008055936,10280.833771169186,0.0,0.383842408657074,0.02499999850988388,0.0501527264714241,6.409696578979492,0.8506540656089783,2.1269443035125732,,,,,,,,,,,,,,,,,,,pre,0.6903700828552246,0.9977877140045166
