epoch,grad_norm_layers_0_weight,grad_norm_layers_0_bias,grad_norm_layers_1_weight,grad_norm_layers_1_bias,grad_norm_layers_2_weight,grad_norm_layers_2_bias,train_loss,test_loss,train_acc,test_acc,acc_gap,grokking_score,l2_layers_0_weight,eff_rank_layers_0_weight,condition_number_layers_0_weight,weight_dist_init_layers_0_weight,sign_stability_layers_0_weight,update_weight_ratio_layers_0_weight,l2_layers_0_bias,weight_dist_init_layers_0_bias,sign_stability_layers_0_bias,update_weight_ratio_layers_0_bias,l2_layers_1_weight,eff_rank_layers_1_weight,condition_number_layers_1_weight,weight_dist_init_layers_1_weight,sign_stability_layers_1_weight,update_weight_ratio_layers_1_weight,l2_layers_1_bias,weight_dist_init_layers_1_bias,sign_stability_layers_1_bias,update_weight_ratio_layers_1_bias,l2_layers_2_weight,eff_rank_layers_2_weight,condition_number_layers_2_weight,weight_dist_init_layers_2_weight,sign_stability_layers_2_weight,update_weight_ratio_layers_2_weight,l2_layers_2_bias,weight_dist_init_layers_2_bias,sign_stability_layers_2_bias,update_weight_ratio_layers_2_bias,total_weight_sq,dead_frac_hidden_0,sparsity_hidden_0,dead_frac_hidden_1,sparsity_hidden_1,margin,test_entropy,test_confidence,sharpness,fourier_mean_top_freq_hidden_0,fourier_mean_frac_explained_hidden_0,fourier_mean_entropy_hidden_0,fourier_key_freqs_hidden_0,fourier_mean_top_freq_hidden_1,fourier_mean_frac_explained_hidden_1,fourier_mean_entropy_hidden_1,fourier_key_freqs_hidden_1,logit_fourier_frac,logit_fourier_entropy,idim_hidden_0,idim_hidden_1,group_assoc_frac,group_has_identity,weight_fourier_frac_x_layers_0_weight,weight_fourier_frac_y_layers_0_weight,weight_fourier_frac_mean_layers_0_weight,phase,grad_alignment,cka_vs_prev
0,0.0024303910322487354,0.0016525236424058676,0.0026813107542693615,0.004246841184794903,0.0053489492274820805,0.010124903172254562,4.728068828582764,4.728864669799805,0.008928571827709675,0.009083789773285389,-0.0001552179455757141,1.0173844091273363,8.17234832968344,168.38485717773438,31.629629135131836,0.019540810957551003,0.9992699027061462,0.002391088938435429,0.5561157428865295,0.0014137730468064547,1.0,0.002542228044627513,8.17329163972676,160.31320190429688,1628.995361328125,0.019013529643416405,0.9993000030517578,0.0023263002826354033,0.5890658219140081,0.001370726153254509,1.0,0.0023269489374813123,6.118529970228309,103.12447357177734,6.765221118927002,0.014216898940503597,0.9990265369415283,0.0023235808949403137,0.4426922421242458,0.0010764503385871649,1.0,0.002431599691557057,171.87862212955952,0.0,0.5210150480270386,0.054999999701976776,0.47263234853744507,1.2516975402832031e-06,4.726335525512695,0.005925517063587904,0.053261104971170425,27.775,0.04551783964576619,5.9467496180534365,"[8, 12, 48]",27.8,0.03443854123816583,6.359648997783661,"[36, 35, 0]",0.8646178299760892,1.051494368673426,102.0,63.0,0.3711179494857788,0.0,0.08226249366998672,0.07992629706859589,0.0810943953692913,pre,,
100,0.029078446328639984,0.0052290367893874645,0.02363389916718006,0.003107919590547681,0.02947554551064968,0.0010893529979512095,4.062684059143066,5.624334335327148,0.09414160251617432,0.0,0.09414160251617432,0.0,20.692493585150252,162.63763427734375,38.335811614990234,16.542816162109375,0.718960165977478,0.010956094753939273,1.135747802930416,0.9929079413414001,0.5399999618530273,0.0045032783372814435,20.820101429511727,136.5233154296875,1756.8486328125,16.636491775512695,0.7073249816894531,0.010555271606229873,1.0321263722108818,0.8333051204681396,0.6599999666213989,0.01071042354509717,16.336787474898486,94.10603332519531,12.42496109008789,12.773757934570312,0.7393805384635925,0.010127312348704324,0.5815386639875308,0.3862239122390747,0.7876105904579163,0.008617239708248774,1131.2399344444275,0.0,0.34253445267677307,0.029999999329447746,0.06675282120704651,1.7404556274414062e-05,4.4746174812316895,0.1938699632883072,,,,,,,,,,,,,,,,,,,pre,0.05859540402889252,0.36119169741868973
200,0.05956432968378067,0.017250264063477516,0.04310961067676544,0.003075944259762764,0.05035090446472168,0.0007972079329192638,2.1802749633789062,7.840418338775635,0.5755012631416321,0.0,0.5755012631416321,0.0,34.51985105975256,167.55780029296875,29.594501495361328,30.822181701660156,0.6971681118011475,0.0052759644059147065,0.9108633151853798,0.7639723420143127,0.5849999785423279,0.00246553521991688,36.54035954908712,132.82510375976562,3134.294677734375,32.872066497802734,0.6875,0.005108407499225376,1.9000406286011577,1.7634259462356567,0.5699999928474426,0.004980525265366752,29.157560427411017,93.6996841430664,14.600114822387695,25.832509994506836,0.7245132327079773,0.004791378165042505,0.9285486763482809,0.8162809014320374,0.6371681690216064,0.006346681158255546,3382.2833522558212,0.0,0.4105568528175354,0.019999999552965164,0.05700579658150673,0.00021409988403320312,3.596168041229248,0.43729016184806824,,,,,,,,,,,,,,,,,,,pre,0.6876508593559265,0.7507539093494415
300,0.044667650014162064,0.01601436175405979,0.031066734343767166,0.0018782156985253096,0.03532968461513519,0.0003745447611436248,0.5151975154876709,10.10740852355957,0.993264377117157,0.0007830853573977947,0.9924812917597592,0.0007883956934714761,43.714067275127526,167.2218475341797,26.900737762451172,40.3049430847168,0.677632749080658,0.0028347984972245444,0.8731211176289645,0.7414352893829346,0.5849999785423279,0.001765849269333426,47.46679297726859,133.37130737304688,6168.91455078125,44.10770034790039,0.6746999621391296,0.0027264512972414107,2.5511244445139254,2.428513765335083,0.5699999928474426,0.0024967298553946375,38.586053761973055,94.37826538085938,14.321586608886719,35.402099609375,0.7183628082275391,0.0024660139286657714,1.318162465401893,1.2220393419265747,0.5752212405204773,0.0037519814378151467,5661.9077869057655,0.0,0.4258842468261719,0.014999999664723873,0.051740288734436035,0.000396728515625,2.5090155601501465,0.7852195501327515,,,,,,,,,,,,,,,,,,,pre,0.7629286646842957,0.9171366095542908
400,0.013710531406104565,0.004927355796098709,0.009741964749991894,0.0005282270722091198,0.011097028851509094,8.628043724456802e-05,0.09390683472156525,11.247215270996094,1.0,0.0012529365485534072,0.9987470634514466,0.0012529365485534072,47.989200648752735,166.80604553222656,30.346153259277344,44.75048065185547,0.6645575165748596,0.0013278037642404687,0.8575996440569118,0.7421703338623047,0.5649999976158142,0.0011410931516119464,52.76046808158074,133.8696746826172,2197.553466796875,49.57975769042969,0.6642249822616577,0.001236080190628335,2.8888258825261905,2.780635356903076,0.5399999618530273,0.001149760897258508,43.19368680812191,94.7485580444336,13.838930130004883,40.10213088989258,0.7138937711715698,0.001076397880340054,1.524319515680889,1.439302921295166,0.6017699241638184,0.0014054846487551067,6963.7292932868,0.0,0.43054667115211487,0.014999999664723873,0.048829104751348495,2.1119909286499023,1.939186692237854,1.0386933088302612,,,,,,,,,,,,,,,,,,,pre,0.8403394818305969,0.9747816920280457
500,0.005151339806616306,0.0018161478219553828,0.003690225537866354,0.0001861810014816001,0.004197124391794205,2.754675915639382e-05,0.029045110568404198,11.160863876342773,1.0,0.003132341429591179,0.9968676585704088,0.003132341429591179,49.64029302296925,166.5580596923828,30.490135192871094,46.53046417236328,0.6579867005348206,0.0010101368933137912,0.829341390944964,0.7328133583068848,0.5600000023841858,0.0009093300779733995,54.91896996228853,133.868408203125,2183.20703125,51.870845794677734,0.6581999659538269,0.0009249037862892745,3.0635782017626756,2.964935302734375,0.5600000023841858,0.000806794035619302,45.069281249035775,94.85795593261719,13.412284851074219,42.058589935302734,0.7114601731300354,0.000802082730268086,1.59036253916566,1.511771559715271,0.5840708017349243,0.0010259573139327338,7524.094636976719,0.0,0.432698130607605,0.014999999664723873,0.04606594517827034,3.3127918243408203,1.7309871912002563,1.1575785875320435,,28.735,0.18267984241508323,5.30019166469574,"[41, 38, 4]",28.25,0.045363397535075727,6.216995923519135,"[41, 6, 14]",0.07470966216194895,6.8133064118106805,130.0,74.0,0.07653283327817917,0.0,0.2331092655658722,0.2293480932712555,0.23122867941856384,pre,0.8789392709732056,0.9885587692260742
600,0.002091556554660201,0.0006408393965102732,0.0014996312092989683,7.474164158338681e-05,0.0016988965217024088,9.608821528672706e-06,0.010232601314783096,10.633166313171387,1.0,0.008300704881548882,0.9916992951184511,0.008300704881548882,50.673048186388,166.2366485595703,35.14781188964844,47.684165954589844,0.652522087097168,0.0009136653437027708,0.806156632096029,0.728388786315918,0.5299999713897705,0.0009138840910706596,56.299901910022236,133.69578552246094,794.5714721679688,53.37092590332031,0.6520000100135803,0.000827657353619541,3.2107756265272362,3.1181235313415527,0.550000011920929,0.000732602456448255,46.24819464381826,94.85496520996094,12.979416847229004,43.31796646118164,0.707477867603302,0.0007150291048012044,1.6233362337017325,1.547472596168518,0.5929203629493713,0.0010441176662274534,7889.926464557648,0.0,0.4343186020851135,0.014999999664723873,0.043260496109724045,4.348149299621582,1.5999300479888916,1.2461118698120117,,,,,,,,,,,,,,,,,,,pre,0.8937191963195801,0.9907652139663696
700,0.0008549900958314538,0.0002982697915285826,0.0006162664503790438,3.069026206503622e-05,0.0006958013982512057,3.6013987028127303e-06,0.0037375676911324263,9.856180191040039,1.0,0.014878621324896812,0.9851213786751032,0.014878621324896812,51.44322615834008,165.83477783203125,37.11402893066406,48.572147369384766,0.6481636762619019,0.0008582814496468178,0.7894158657970196,0.7288883328437805,0.4949999749660492,0.000791904575446233,57.32316984240535,133.32723999023438,11380.865234375,54.5070686340332,0.647599995136261,0.0007694760820992984,3.3520854550851413,3.2648255825042725,0.5450000166893005,0.0006913019359147248,47.10838255588118,94.77142333984375,12.5784273147583,44.25913619995117,0.7051327228546143,0.0006635221997027333,1.6472822000792693,1.5731230974197388,0.6106194853782654,0.0010256867900998703,8166.124218344688,0.0,0.4357706606388092,0.014999999664723873,0.0406343974173069,5.165773391723633,1.4989688396453857,1.3305749893188477,,,,,,,,,,,,,,,,,,,pre,0.9016324877738953,0.9916946887969971
800,0.00035050290171056986,0.00011965788871748373,0.0002536065294407308,1.2788324056600686e-05,0.0002857229846995324,1.431202008461696e-06,0.0013872090494260192,8.89638614654541,1.0,0.030696945264935493,0.9693030547350645,0.030696945264935493,52.05593914993034,165.34854125976562,37.604923248291016,49.29853820800781,0.6440708041191101,0.0008255515226929907,0.7749512241765624,0.7325046062469482,0.4949999749660492,0.000739197598104653,58.10976572872132,132.8695831298828,2519.677734375,55.40241241455078,0.6435250043869019,0.0007315788251127839,3.4866309282891614,3.4046261310577393,0.5399999618530273,0.0006131545238337828,47.759394016223396,94.61293029785156,12.438135147094727,44.99054718017578,0.7024335861206055,0.0006243889806984539,1.666810824199745,1.5968506336212158,0.5929203629493713,0.000962223352064618,8383.060793578625,0.0,0.43680059909820557,0.014999999664723873,0.037608083337545395,6.085710525512695,1.420421838760376,1.3870879411697388,,,,,,,,,,,,,,,,,,,pre,0.915673017501831,0.9921960830688477
900,0.00014328621909953654,4.257559703546576e-05,0.00010444162035128102,5.41458030056674e-06,0.00011748770339181647,5.64592596674629e-07,0.0005207735230214894,7.829787254333496,1.0,0.05732184648513794,0.9426781535148621,0.05732184648513794,52.53853450013499,164.8176727294922,46.8006591796875,49.89188003540039,0.6392035484313965,0.0007901980647876932,0.7611755781955761,0.7361761927604675,0.48499998450279236,0.0008121385515551697,58.701927223606766,132.23095703125,4886.68994140625,56.09949493408203,0.6395249962806702,0.000698192245499,3.6194515516735555,3.543325185775757,0.5399999618530273,0.0006009352235232934,48.24913980774683,94.40154266357422,12.589604377746582,45.55931854248047,0.6996017694473267,0.0005928417400017378,1.6834622572952656,1.6194491386413574,0.5752212405204773,0.0009560840084296347,8550.707222342491,0.0,0.43791353702545166,0.014999999664723873,0.034141603857278824,7.074793815612793,1.3471304178237915,1.4557321071624756,,,,,,,,,,,,,,,,,,,pre,0.9143581390380859,0.9925099313259125
