epoch,grad_norm_layers_0_weight,grad_norm_layers_0_bias,grad_norm_layers_1_weight,grad_norm_layers_1_bias,grad_norm_layers_2_weight,grad_norm_layers_2_bias,train_loss,test_loss,train_acc,test_acc,acc_gap,grokking_score,l2_layers_0_weight,eff_rank_layers_0_weight,condition_number_layers_0_weight,weight_dist_init_layers_0_weight,sign_stability_layers_0_weight,update_weight_ratio_layers_0_weight,l2_layers_0_bias,weight_dist_init_layers_0_bias,sign_stability_layers_0_bias,update_weight_ratio_layers_0_bias,l2_layers_1_weight,eff_rank_layers_1_weight,condition_number_layers_1_weight,weight_dist_init_layers_1_weight,sign_stability_layers_1_weight,update_weight_ratio_layers_1_weight,l2_layers_1_bias,weight_dist_init_layers_1_bias,sign_stability_layers_1_bias,update_weight_ratio_layers_1_bias,l2_layers_2_weight,eff_rank_layers_2_weight,condition_number_layers_2_weight,weight_dist_init_layers_2_weight,sign_stability_layers_2_weight,update_weight_ratio_layers_2_weight,l2_layers_2_bias,weight_dist_init_layers_2_bias,sign_stability_layers_2_bias,update_weight_ratio_layers_2_bias,dead_frac_hidden_0,sparsity_hidden_0,dead_frac_hidden_1,sparsity_hidden_1,margin,test_entropy,sharpness,fourier_mean_top_freq_hidden_0,fourier_mean_frac_explained_hidden_0,fourier_mean_entropy_hidden_0,fourier_key_freqs_hidden_0,fourier_mean_top_freq_hidden_1,fourier_mean_frac_explained_hidden_1,fourier_mean_entropy_hidden_1,fourier_key_freqs_hidden_1,phase,grad_alignment,cka_vs_prev
1000,3.799535988946445e-05,2.421834687993396e-05,3.0227047318476252e-05,1.7145622450698284e-06,3.690521771204658e-05,1.5592016211485316e-07,0.00014857965288683772,21.50730323791504,1.0,0.0003356079978402704,0.9996643920021597,0.0003356079978402704,53.63314437866211,168.3679962158203,37.16118621826172,50.81754684448242,0.6505752205848694,0.0005333983094597701,0.830588698387146,0.77397620677948,0.49000000953674316,0.0006450997698433566,59.618751525878906,131.00250244140625,13857.4677734375,56.87329864501953,0.6580250263214111,0.0005100127317667472,3.6089518070220947,3.5754759311676025,0.5350000262260437,0.000489533062059487,47.737449645996094,93.32597351074219,13.742460250854492,45.09028244018555,0.7030088305473328,0.00043429228439805754,1.3414572477340698,1.3831119537353516,0.5486725568771362,0.0006951428998169504,0.0,0.3954804241657257,0.029999999329447746,0.05466057360172272,8.775941848754883,0.9756235480308533,0.005579959135502577,28.085,0.08162580698223472,5.679039442539215,"[41, 2, 12]",25.545,0.047230554917716994,5.881672279834747,"[2, 36, 12]",pre,0.8173565864562988,0.9980587959289551
1100,1.663076000113506e-05,1.1018767509085592e-05,1.332459578406997e-05,7.245107553899288e-07,1.6252131899818778e-05,6.382128958648536e-08,6.22213919996284e-05,22.610841751098633,1.0,0.0003356079978402704,0.9996643920021597,0.0003356079978402704,54.801910400390625,168.3529052734375,37.457698822021484,52.019046783447266,0.6498451232910156,0.0004819915749204789,0.8024566769599915,0.7540595531463623,0.49000000953674316,0.000619063516467257,60.83439254760742,130.96490478515625,81511.3515625,58.15522003173828,0.6559749841690063,0.000441392429393221,3.74670147895813,3.714479446411133,0.5400000214576721,0.00041477867626260714,48.821014404296875,93.32086181640625,13.853487014770508,46.21524429321289,0.7028318643569946,0.0003802142889939207,1.3641817569732666,1.4130154848098755,0.5486725568771362,0.0005338019818891342,0.0,0.3969334065914154,0.029999999329447746,0.05437859147787094,9.612838745117188,0.9105193018913269,,,,,,,,,,pre,0.789882481098175,0.9984009265899658
1200,7.609427029819926e-06,4.94241885462543e-06,6.1394098338496406e-06,3.3400317533960333e-07,7.466192528227111e-06,2.8438096322247475e-08,2.7396943551138975e-05,23.620380401611328,1.0,0.0004474773595575243,0.9995525226404425,0.0004474773595575243,55.84292984008789,168.33628845214844,38.98561096191406,53.09015655517578,0.6494247913360596,0.0004198100841297622,0.7830209732055664,0.7406219840049744,0.49000000953674316,0.0005658352682121947,61.79865264892578,130.70314025878906,20329.595703125,59.17394256591797,0.6547499895095825,0.0003565283322234411,3.8593859672546387,3.8279807567596436,0.5400000214576721,0.0003134270872863729,49.79579544067383,93.26738739013672,13.990463256835938,47.22333908081055,0.701858401298523,0.0003167493530698151,1.361142635345459,1.4162647724151611,0.5398229956626892,0.000424290750180722,0.0,0.39839163422584534,0.02500000037252903,0.05417493358254433,10.428215026855469,0.8569849729537964,,,,,,,,,,pre,0.7883569002151489,0.9986983239650726
1300,3.7888828501309035e-06,2.624452918098541e-06,3.0705114113516174e-06,1.5886101323303592e-07,3.717110530487844e-06,1.3762585737708832e-08,1.3221183507994283e-05,24.449634552001953,1.0,0.0004474773595575243,0.9995525226404425,0.0004474773595575243,56.6865234375,168.34165954589844,37.75974655151367,53.95996856689453,0.6479203701019287,0.0003511921811999631,0.7756219506263733,0.7356563210487366,0.49000000953674316,0.000654844144360001,62.400516510009766,130.09800720214844,17527.9609375,59.81825637817383,0.6541000008583069,0.000275190468600044,3.9372012615203857,3.906681776046753,0.5400000214576721,0.0001972056646826364,50.638893127441406,93.12162780761719,14.18860912322998,48.090187072753906,0.7013716697692871,0.0002544034760411304,1.3242241144180298,1.3852360248565674,0.5309734344482422,0.0005036007245099135,0.0,0.3997349739074707,0.02500000037252903,0.053898170590400696,11.221160888671875,0.8162384629249573,,,,,,,,,,pre,0.7926080226898193,0.9990048408508301
1400,2.126650315403822e-06,1.771938741512713e-06,1.7573153172634193e-06,9.187075278305201e-08,2.108641410814016e-06,8.56831228190913e-09,7.360537438216852e-06,25.02192497253418,1.0,0.0004474773595575243,0.9995525226404425,0.0004474773595575243,57.25508499145508,168.3590850830078,35.71965026855469,54.55156707763672,0.6468583941459656,0.00028774898547642203,0.7864006161689758,0.7426695227622986,0.49000000953674316,0.0007787538673779123,62.553565979003906,129.0906219482422,10513.0771484375,60.002288818359375,0.6531749963760376,0.00023073768442807838,3.965165853500366,3.9357190132141113,0.5450000166893005,0.00012633223421792145,51.328365325927734,92.85076141357422,14.474125862121582,48.79325866699219,0.7010176777839661,0.00021439706671847107,1.2599587440490723,1.3262935876846313,0.5221238732337952,0.0006605161052381662,0.0,0.40076372027397156,0.02500000037252903,0.05356266349554062,11.869240760803223,0.7874969840049744,,,,,,,,,,pre,0.7629073262214661,0.9992842674255371
1500,1.4225892073227442e-06,1.2602981769305188e-06,1.1975067764069536e-06,6.07713062095172e-08,1.4207688536771457e-06,6.427820054000222e-09,4.926628662360599e-06,25.27688217163086,1.0,0.0003356079978402704,0.9996643920021597,0.0003356079978402704,57.50426483154297,168.38758850097656,32.83657455444336,54.81979751586914,0.6465486884117126,0.000255117658243301,0.8126733899116516,0.7605416178703308,0.49000000953674316,0.0009207375413723834,62.2677116394043,127.74501037597656,7855.2578125,59.73960876464844,0.6530500054359436,0.0002290543050221689,3.9430301189422607,3.914963960647583,0.5450000166893005,0.0001609761531581574,51.84263229370117,92.45402526855469,14.887619972229004,49.31319046020508,0.7005309462547302,0.00020094788317333182,1.181548833847046,1.253124475479126,0.5132743120193481,0.0007668823911560251,0.0,0.4012702405452728,0.02500000037252903,0.053227152675390244,12.322772979736328,0.771930992603302,,28.425,0.08825198623788635,5.67627228975296,"[41, 13, 12]",24.36,0.046723153733492576,5.963514626026154,"[2, 12, 36]",pre,0.7180283665657043,0.9994330406188965
1600,1.1443914900155505e-06,1.0266707022310584e-06,9.72717543845647e-07,5.0615579283430634e-08,1.1386894129827851e-06,5.832476279721277e-09,3.949243819079129e-06,25.254507064819336,1.0,0.00022373867977876216,0.9997762613202212,0.00022373867977876216,57.48965835571289,168.4219512939453,30.514829635620117,54.822750091552734,0.6457521915435791,0.00023452644830360253,0.8490198850631714,0.7866179347038269,0.49000000953674316,0.0009462547756313276,61.67878723144531,126.20743560791016,6626.9326171875,59.170169830322266,0.6523000001907349,0.00023426453101196327,3.8877017498016357,3.8610286712646484,0.5450000166893005,0.00020350975855917377,52.18958282470703,91.97122955322266,15.402867317199707,49.66191864013672,0.6999114751815796,0.00019489940989947803,1.1006823778152466,1.1773921251296997,0.5132743120193481,0.0008182133924817504,0.0,0.401800274848938,0.02500000037252903,0.05269582197070122,12.58328628540039,0.7678855061531067,,,,,,,,,,pre,0.740678071975708,0.999526172876358
1700,1.042090957525943e-06,1.0536488161960733e-06,8.911880513551296e-07,4.757271909738847e-08,1.0269541235174984e-06,5.514061207634313e-09,3.5712605495064054e-06,25.08198356628418,1.0,0.00022373867977876216,0.9997762613202212,0.00022373867977876216,57.33515930175781,168.46910095214844,28.628681182861328,54.68468475341797,0.6450442671775818,0.00022522985063694488,0.888329267501831,0.8162693977355957,0.4950000047683716,0.0009576037958413258,60.9742546081543,124.60491943359375,5544.34228515625,58.48373794555664,0.6517999768257141,0.00022852648850086977,3.8204164505004883,3.7953507900238037,0.5450000166893005,0.00021160715593045564,52.42190170288086,91.44612121582031,15.971649169921875,49.89521408081055,0.6999114751815796,0.0001783945145634084,1.0236722230911255,1.1056544780731201,0.5132743120193481,0.0008217610611408162,0.0,0.4024099111557007,0.02500000037252903,0.05228850990533829,12.67048454284668,0.7701564431190491,,,,,,,,,,pre,0.6892915964126587,0.9995976984500885
1800,1.000982024379482e-06,1.002025896923442e-06,8.655783290123509e-07,4.813933074387933e-08,9.828584097704152e-07,5.29640464819181e-09,3.4325669275858672e-06,24.849498748779297,1.0,0.00022373867977876216,0.9997762613202212,0.00022373867977876216,57.13227081298828,168.5118408203125,27.00192642211914,54.497093200683594,0.6448230147361755,0.00021561445017289813,0.9257742166519165,0.8453235626220703,0.5049999952316284,0.0009025456694358467,60.277767181396484,123.01676940917969,4708.78564453125,57.80482864379883,0.6516749858856201,0.0002149825203497874,3.751519203186035,3.7279679775238037,0.5450000166893005,0.00021203282916645535,52.5850830078125,90.913818359375,16.554794311523438,50.05998611450195,0.6997345089912415,0.00015756794803162367,0.9531279802322388,1.0407301187515259,0.4955752193927765,0.0007975510743177935,0.0,0.40303656458854675,0.02500000037252903,0.05195039138197899,12.735956192016602,0.7754270434379578,,,,,,,,,,pre,0.7136423587799072,0.9996348917484283
1900,9.875255955194007e-07,1.032014097290812e-06,8.558084800824872e-07,4.6595186375952835e-08,9.60112856773776e-07,4.7975459160909395e-09,3.373647359694587e-06,24.61016273498535,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.9307861328125,168.5474395751953,25.839719772338867,54.310333251953125,0.6445354223251343,0.00020728101257514375,0.9608615636825562,0.8730323314666748,0.5099999904632568,0.0008307619545583094,59.64545822143555,121.47272491455078,4207.79931640625,57.189579010009766,0.6513749957084656,0.00019993220859421603,3.684790849685669,3.662472724914551,0.5450000166893005,0.00019597458219362297,52.711341857910156,90.38909912109375,17.13612174987793,50.188575744628906,0.69964599609375,0.00013927740626487194,0.8889832496643066,0.9826040267944336,0.48672565817832947,0.0007645102874928996,0.0,0.40361487865448,0.02500000037252903,0.05171932280063629,12.733038902282715,0.7809619307518005,,,,,,,,,,pre,0.6463053226470947,0.9996639788150787
2000,9.83771201390482e-07,1.1116781024611555e-06,8.565976941099507e-07,5.0118014627287266e-08,9.502369948677369e-07,5.005253544965171e-09,3.3446699490014e-06,24.38150405883789,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.74480438232422,168.57003784179688,26.609968185424805,54.1385383605957,0.6438274383544922,0.00019729991919075973,0.9928457736968994,0.8990492820739746,0.5199999809265137,0.0008653104982928391,59.08768081665039,119.98089599609375,4064.08837890625,56.64817428588867,0.6507750153541565,0.00018584458901294045,3.6238303184509277,3.602477788925171,0.5450000166893005,0.00018200916510789276,52.81075668334961,89.8827133178711,17.701595306396484,50.29090881347656,0.6994690299034119,0.0001266310912828139,0.830881655216217,0.9308972954750061,0.47787609696388245,0.0007386951341711597,0.0,0.4041801691055298,0.02500000037252903,0.05154699832201004,12.748401641845703,0.7866172790527344,0.0001701739674899727,27.565,0.09379328926112286,5.640527054071426,"[41, 13, 12]",24.395,0.046430916919721704,5.980561118125916,"[2, 12, 36]",pre,0.6112949848175049,0.9997022151947021
2100,9.82643655333959e-07,1.086630618374329e-06,8.579416430620768e-07,4.832615019267905e-08,9.430360137230309e-07,4.85328577326527e-09,3.33103730554285e-06,24.162525177001953,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.57761764526367,168.57911682128906,26.99135398864746,53.98528289794922,0.6437389254570007,0.0001897088164371358,1.0207836627960205,0.9220099449157715,0.5149999856948853,0.0007897170236900724,58.60060501098633,118.55464172363281,4425.75537109375,56.17702102661133,0.6504999995231628,0.00017250916551299304,3.570197820663452,3.5496392250061035,0.5450000166893005,0.00017073341895774283,52.88779067993164,89.40242767333984,18.25758171081543,50.37144470214844,0.6994690299034119,0.00011609736049453334,0.7788177132606506,0.8852900862693787,0.45132744312286377,0.0007213755446654253,0.0,0.4048433303833008,0.02500000037252903,0.05129373446106911,12.735702514648438,0.7917598485946655,,,,,,,,,,pre,0.6268415451049805,0.9997253715991974
2200,9.730298415888683e-07,1.077019760487019e-06,8.579400514463487e-07,4.980401868692752e-08,9.363255912830937e-07,5.024611393622536e-09,3.318462859169813e-06,23.956302642822266,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.427513122558594,168.57717895507812,27.558334350585938,53.84890365600586,0.6434071063995361,0.00018522452316865673,1.0454438924789429,0.9426237940788269,0.5149999856948853,0.000760048780296948,58.17695236206055,117.19438934326172,4853.7041015625,55.76875305175781,0.6499999761581421,0.00016138243635378094,3.5229125022888184,3.502988815307617,0.5450000166893005,0.00015379855495096799,52.94721603393555,88.94600677490234,18.799354553222656,50.43483352661133,0.6992035508155823,0.00010815891090193966,0.7320330142974854,0.8450336456298828,0.45132744312286377,0.0006993661855820506,0.0,0.4053106904029846,0.02500000037252903,0.05108877271413803,12.794842720031738,0.7964275479316711,,,,,,,,,,pre,0.6396752595901489,0.9997434616088867
2300,9.793724302653573e-07,1.196772700495785e-06,8.609339943177474e-07,4.876941872566931e-08,9.32351497340278e-07,4.6388182184387006e-09,3.3029625683411723e-06,23.75757598876953,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.28995895385742,168.57228088378906,27.90487289428711,53.72516632080078,0.6430531144142151,0.0001823382852221458,1.0669506788253784,0.9611629247665405,0.5149999856948853,0.0008134422557082605,57.80602264404297,115.9012451171875,6603.24951171875,55.412723541259766,0.6499000191688538,0.00015223879785242875,3.48183274269104,3.462385416030884,0.5450000166893005,0.00014080699979187873,52.989540100097656,88.51178741455078,19.321489334106445,50.481407165527344,0.6994690299034119,0.00010138571168259828,0.6901912689208984,0.8096987009048462,0.45132744312286377,0.0006784966273713916,0.0,0.40591123700141907,0.02500000037252903,0.05090208724141121,12.805276870727539,0.8011914491653442,,,,,,,,,,pre,0.6097277998924255,0.9997518658638
2400,9.743921509652864e-07,1.0386047506472096e-06,8.595594636062742e-07,4.592429547756183e-08,9.268927669836557e-07,4.544738363421175e-09,3.29524345943355e-06,23.566822052001953,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.163917541503906,168.56561279296875,28.007469177246094,53.612274169921875,0.6426548957824707,0.0001766165880789245,1.0857683420181274,0.9773180484771729,0.5199999809265137,0.0007175408815183158,57.47984313964844,114.67906188964844,15382.2001953125,55.101097106933594,0.6494749784469604,0.00014423581785942205,3.44628643989563,3.4272656440734863,0.5450000166893005,0.00012234543315672874,53.01689529418945,88.09850311279297,19.828319549560547,50.51337432861328,0.6993805170059204,9.711805737123149e-05,0.6531493663787842,0.7789060473442078,0.4690265357494354,0.000659013579616013,0.0,0.40643996000289917,0.02500000037252903,0.050648823380470276,12.817281723022461,0.8057165741920471,,,,,,,,,,pre,0.6707240343093872,0.9997688829898834
2500,9.719957461129525e-07,1.062928618011938e-06,8.619836080470122e-07,5.0086914171743047e-08,9.241306884177902e-07,4.7422661353380136e-09,3.283509840912302e-06,23.387142181396484,1.0,0.00011186933988938108,0.9998881306601106,0.00011186933988938108,56.05022048950195,168.5580596923828,27.996191024780273,53.51114273071289,0.6419690251350403,0.00017147199536071174,1.102379322052002,0.9914994239807129,0.5249999761581421,0.0006815116043279817,57.19327926635742,113.53400421142578,103842.3671875,54.828495025634766,0.649150013923645,0.000136848352576849,3.415616035461426,3.396904945373535,0.5450000166893005,0.00011796356964474954,53.03258514404297,87.70379638671875,20.326152801513672,50.5339241027832,0.6987610459327698,9.241862633993431e-05,0.6204395890235901,0.7521767616271973,0.4690265357494354,0.0006255379587032407,0.0,0.40686291456222534,0.02500000037252903,0.050528720021247864,12.803934097290039,0.8097506761550903,,27.225,0.09867215800445565,5.614005134105683,"[41, 13, 12]",23.65,0.046069440557706,5.9970276737213135,"[2, 12, 36]",pre,0.6595313549041748,0.9997823238372803
